SampleID	BioProject	group	observed	chao1	diversity_shannon	evenness_pielou	dominance_dbp	rarity_log_modulo_skewness	phylogenetic_div	MNTD
SRR9206632	PRJNA546006	Unburned	84	84	4.106631813	0.926834035	0.050800721	2.061226619	11.86865155	0.105317217
SRR9206634	PRJNA546006	Burned	72	72	4.013301425	0.938418224	0.050773904	2.061423036	11.19472774	0.154681112
SRR9206638	PRJNA546006	Burned	94	94	4.155826762	0.914716513	0.057029855	2.061423036	15.32004196	0.16144202
SRR9206645	PRJNA546006	Burned	128	128	4.455603497	0.918296724	0.045425717	2.061338927	19.25402406	0.11274774
SRR9206647	PRJNA546006	Burned	148	148	4.553212532	0.911150514	0.060672355	2.061360216	22.31948447	0.110413626
SRR9206649	PRJNA546006	Burned	176	176	4.718735705	0.9126294	0.059609771	2.061200431	22.99766683	0.088158349
SRR9206651	PRJNA546006	Burned	15	15	2.260308506	0.834662705	0.249830738	2.061423036	5.078884854	0.475473581
SRR9206653	PRJNA546006	Burned	147	147	4.513334706	0.90439749	0.074108154	2.061102132	23.20695492	0.122253829
SRR9206658	PRJNA546006	Unburned	41	41	3.417248535	0.920205256	0.103109436	2.053361195	7.403111221	0.135414285
SRR9206662	PRJNA546006	Unburned	53	53	3.674205158	0.925424437	0.080410476	2.060924861	7.746551857	0.114012767
SRR9206666	PRJNA546006	Unburned	87	87	4.216827786	0.944226275	0.034816395	2.061423036	10.54359253	0.10475808
SRR9206670	PRJNA546006	Unburned	71	71	3.923051879	0.920325239	0.050538315	2.061423036	11.46897268	0.123246559
SRR9206671	PRJNA546006	Burned	93	93	4.138006588	0.912943355	0.040269141	2.061423036	13.30160445	0.087210706
SRR9206673	PRJNA546006	Burned	108	108	4.338889415	0.926691117	0.04609554	2.061304653	14.27775269	0.079312612
SRR9206677	PRJNA546006	Unburned	51	51	3.592377944	0.913666647	0.06240176	2.061423036	7.880012253	0.106893777
SRR9206683	PRJNA546006	Unburned	89	89	4.167931056	0.928551728	0.048706595	2.061423036	12.67860145	0.110381876
SRR9206687	PRJNA546006	Unburned	53	53	3.672969769	0.925113279	0.114748938	2.060924861	8.491261294	0.155222872
SRR9206689	PRJNA546006	Unburned	38	38	3.257660918	0.895555672	0.114933159	2.057363892	6.85280827	0.146424681
SRR9206696	PRJNA546006	Burned	89	89	4.178581428	0.930924469	0.050938033	2.061423036	14.03989612	0.134344729
SRR9206700	PRJNA546006	Burned	20	20	2.667941336	0.890580697	0.129233165	2.061423036	4.281310232	0.241712794
SRR9206704	PRJNA546006	Burned	100	100	4.305467027	0.934920286	0.042834567	2.061284811	12.25795995	0.097135413
SRR9206708	PRJNA546006	Burned	69	69	3.998730554	0.944409535	0.060478043	2.061130889	9.119505327	0.09288754
SRR9206722	PRJNA546006	Burned	27	27	2.912239042	0.883611405	0.151315789	2.061423036	5.89299585	0.227670507
SRR9206726	PRJNA546006	Burned	60	60	3.726014829	0.91003939	0.083609926	2.061035505	8.868758988	0.117350532
SRR9206729	PRJNA546006	Burned	133	133	3.888013538	0.79503803	0.199650191	2.06095185	19.36926141	0.07552295
SRR9206730	PRJNA546006	Burned	87	87	4.071822246	0.911756834	0.04455069	2.061423036	12.48748208	0.100123289
SRR9206734	PRJNA546006	Burned	62	62	3.914302927	0.948431178	0.045788279	2.061423036	10.29810119	0.124390157
SRR9206738	PRJNA546006	Burned	43	43	3.320122667	0.882729598	0.101224349	2.054126295	7.137930691	0.108401466
SRR9206743	PRJNA546006	Burned	23	23	2.811344302	0.896619196	0.200585176	2.058686977	4.692087501	0.230049533
SRR9206748	PRJNA546006	Burned	139	139	4.492050409	0.910340285	0.039218534	2.061135119	18.77549136	0.119283557
SRR9206752	PRJNA546006	Burned	144	144	4.529963662	0.911495742	0.056231003	2.060329917	21.60503335	0.099251664
SRR9206754	PRJNA546006	Burned	121	121	4.491897955	0.936633473	0.034920372	2.061423036	17.20263581	0.101784274
SRR9206756	PRJNA546006	Burned	48	48	3.556343812	0.918666792	0.070656871	2.061423036	8.188443496	0.140698084
SRR9206761	PRJNA546006	Burned	40	40	3.446328504	0.934248068	0.065359477	2.061423036	5.890018851	0.107643201
SRR9206765	PRJNA546006	Burned	93	93	4.216701216	0.930305275	0.03713474	2.061423036	13.39086571	0.105357589
SRR9206768	PRJNA546006	Burned	132	132	4.419251007	0.905064567	0.06499023	2.061343974	22.73580113	0.105241811
SRR9206770	PRJNA546006	Burned	26	26	2.87044896	0.881020229	0.122853369	2.061423036	6.82287175	0.206623035
SRR9206772	PRJNA546006	Burned	161	161	4.694455612	0.923850037	0.039742213	2.061369992	21.34305524	0.096395708
SRR9206773	PRJNA546006	Burned	42	42	3.431221449	0.9180109	0.069059696	2.061423036	8.69692409	0.179073207
SRR9206775	PRJNA546006	Burned	91	91	4.06103078	0.90027871	0.089511754	2.060744178	12.85418198	0.106843105
SRR9206777	PRJNA546006	Burned	112	112	4.386841444	0.929711242	0.044135044	2.061313009	16.85814299	0.104373528
SRR9206779	PRJNA546006	Burned	98	98	4.261222361	0.929389877	0.05162459	2.061423036	14.60007191	0.106201836
SRR9206787	PRJNA546006	Burned	71	71	3.949362625	0.926497588	0.059027297	2.061423036	11.14694033	0.113997774
SRR9206790	PRJNA546006	Burned	75	75	4.015899461	0.930147196	0.064813661	2.061176161	10.99418678	0.095508391
SRR9206794	PRJNA546006	Burned	53	53	3.687442647	0.928758572	0.071982955	2.060924861	8.439760857	0.147472726
SRR9206796	PRJNA546006	Burned	60	60	3.746751352	0.915104065	0.062727273	2.061035505	9.821822898	0.120622674
SRR9206799	PRJNA546006	Unburned	76	76	4.018550187	0.927914483	0.083663316	2.060443925	11.17910681	0.082023382
SRR9206801	PRJNA546006	Burned	64	64	3.714244458	0.89308701	0.084032398	2.060032947	10.57707241	0.160045727
SRR9206803	PRJNA546006	Unburned	73	73	3.926677103	0.915211333	0.068261891	2.061423036	11.31296365	0.119601151
SRR9206806	PRJNA546006	Burned	114	114	4.299250803	0.907742961	0.0681072	2.061316859	14.87727494	0.09846314
SRR9206807	PRJNA546006	Unburned	101	101	4.28336326	0.928115148	0.04557377	2.061287554	11.46542993	0.074673851
SRR9206809	PRJNA546006	Burned	78	78	4.020121137	0.92274267	0.057122625	2.061194949	9.995069159	0.140347216
SRR9206810	PRJNA546006	Burned	67	67	3.831145679	0.911159513	0.080596606	2.060157078	10.73825154	0.16185661
SRR9206814	PRJNA546006	Burned	78	78	3.963537071	0.90975487	0.063952036	2.061194949	10.54345535	0.13257449
SRR9206821	PRJNA546006	Burned	211	211	4.992231147	0.932803341	0.071454262	2.061362083	22.34109456	0.113019571
SRR9206829	PRJNA546006	Burned	54	54	3.654872788	0.916241515	0.067643517	2.061423036	9.350049196	0.149248306
SRR9206833	PRJNA546006	Burned	24	24	2.997438972	0.943168093	0.106463878	2.061423036	5.240028704	0.29381997
SRR9735349	PRJNA556207	Burned	756	756	6.030284633	0.909813969	0.017256858	2.061304653	67.74182603	0.062480779
SRR9735350	PRJNA556207	Burned	1149	1149	6.394764996	0.907490434	0.014706298	2.061114555	82.93077659	0.041925138
SRR9735351	PRJNA556207	Burned	137	137	4.513877656	0.917458365	0.061396131	2.061423036	17.38501324	0.091776404
SRR9735352	PRJNA556207	Burned	90	90	4.061364287	0.902563572	0.051643192	2.061423036	11.47124188	0.075606218
SRR9735353	PRJNA556207	Unburned	82	82	4.039060278	0.916568552	0.07240645	2.061423036	10.97840596	0.092227128
SRR9735354	PRJNA556207	Unburned	81	81	3.942506723	0.897156068	0.050677666	2.061423036	11.52120444	0.101077334
SRR9735355	PRJNA556207	Burned	84	84	4.027620642	0.909001844	0.054015433	2.061423036	9.816640491	0.076651798
SRR9735356	PRJNA556207	Burned	158	158	4.588481869	0.906349775	0.05443576	2.061423036	16.27326034	0.074981336
SRR9735357	PRJNA556207	Unburned	198	198	4.819921158	0.911436796	0.035595948	2.061423036	19.75451453	0.061880378
SRR9735358	PRJNA556207	Unburned	177	177	4.683103522	0.904746532	0.039912818	2.061423036	17.85397957	0.068896279
SRR9735359	PRJNA556207	Burned	72	72	3.736295329	0.87364672	0.065823726	2.061423036	10.490322	0.091063438
SRR9735360	PRJNA556207	Burned	179	179	4.643554405	0.895162723	0.051994815	2.061423036	19.48911528	0.076213737
SRR9735361	PRJNA556207	Unburned	105	105	4.227770163	0.90842419	0.055573506	2.061423036	14.56102818	0.119254647
SRR9735362	PRJNA556207	Unburned	101	101	4.057568866	0.879190229	0.105612999	2.061423036	12.96411693	0.100853869
SRR9735363	PRJNA556207	Unburned	623	623	5.74843213	0.893370203	0.028785022	2.061137725	43.99403478	0.039865003
SRR9735364	PRJNA556207	Unburned	703	703	5.943483383	0.906660534	0.020809591	2.061243691	53.51825309	0.043170342
SRR9735365	PRJNA556207	Burned	962	962	6.275907823	0.913654771	0.024122562	2.061348908	69.96324636	0.047337437
SRR9735366	PRJNA556207	Burned	838	838	5.971105444	0.887102865	0.02315512	2.060872935	56.46631897	0.03709646
SRR9735367	PRJNA556207	Unburned	694	694	5.874248661	0.897863789	0.039855991	2.061340801	55.8116225	0.053567278
SRR9735368	PRJNA556207	Unburned	994	994	6.063218975	0.878506207	0.040052228	2.061273192	68.0166197	0.042288179
SRR9735369	PRJNA556207	Burned	663	663	5.863512315	0.902526611	0.049845098	2.061370221	58.38924193	0.059024158
SRR9735370	PRJNA556207	Burned	534	534	5.647318907	0.899197925	0.024955758	2.061184487	42.34157527	0.041580442
SRR9735371	PRJNA556207	Unburned	761	761	6.095511279	0.91874124	0.022579611	2.061401736	70.92282445	0.059742629
SRR9735372	PRJNA556207	Unburned	967	967	6.316933725	0.918933855	0.018633162	2.061370102	80.64394136	0.050708805
SRR10097729	PRJNA564811	Unburned	189	189	4.467261773	0.852246734	0.126372776	2.061268128	19.54154041	0.076835717
SRR10097730	PRJNA564811	Unburned	157	157	4.701518561	0.92984375	0.037404152	2.061423036	16.45117208	0.086665958
SRR10097731	PRJNA564811	Unburned	88	88	4.170432189	0.931453755	0.057475884	2.061423036	10.75571187	0.106284777
SRR10097732	PRJNA564811	Unburned	218	218	4.933439064	0.916230586	0.026557712	2.061423036	23.64150713	0.072003104
SRR10097733	PRJNA564811	Unburned	76	76	3.991462985	0.921659837	0.06201248	2.061423036	9.695466241	0.099793061
SRR10097734	PRJNA564811	Unburned	115	115	3.822734248	0.805645717	0.200745683	2.061214989	13.66676188	0.072411385
SRR10097735	PRJNA564811	Unburned	136	136	4.124578644	0.839582413	0.164052408	2.061348579	15.60301578	0.072334218
SRR10097736	PRJNA564811	Unburned	183	183	4.84805818	0.930621186	0.034023317	2.061423036	20.58503613	0.105223859
SRR10097737	PRJNA564811	Burned	213	213	4.699800542	0.876617128	0.083501931	2.061392794	20.45898829	0.065584567
SRR10097739	PRJNA564811	Unburned	137	137	4.576598482	0.93020655	0.039259424	2.061423036	15.28375585	0.095374877
SRR10097742	PRJNA564811	Unburned	230	230	4.982507826	0.916225664	0.055145462	2.061423036	25.34527029	0.086063049
SRR10097743	PRJNA564811	Unburned	75	75	3.890132871	0.901017621	0.100397614	2.061423036	9.863533471	0.120822131
SRR10097744	PRJNA564811	Unburned	52	52	3.578808199	0.905742205	0.088616224	2.061423036	8.130973556	0.146331449
SRR10097745	PRJNA564811	Unburned	71	71	3.826254422	0.897617117	0.083602585	2.061423036	10.1283953	0.148819421
SRR10097746	PRJNA564811	Unburned	90	90	4.179782496	0.928879842	0.062635771	2.061423036	11.96598067	0.120897303
SRR10097747	PRJNA564811	Unburned	222	222	5.058709378	0.936333788	0.034541578	2.061423036	22.40252561	0.072950588
SRR10097749	PRJNA564811	Unburned	107	107	4.161158255	0.890500894	0.111906125	2.061423036	13.21935628	0.096470085
SRR10097750	PRJNA564811	Unburned	127	127	4.362593571	0.900583213	0.08857868	2.061423036	14.7156646	0.092535611
SRR10097751	PRJNA564811	Unburned	76	76	3.723906217	0.859878899	0.131550416	2.061423036	10.12903685	0.090764757
SRR10097752	PRJNA564811	Unburned	77	77	3.593958265	0.827375519	0.175615664	2.061423036	10.76339543	0.094489262
SRR10097753	PRJNA564811	Unburned	116	116	4.319672758	0.908717955	0.070872707	2.061423036	12.7391659	0.092644816
SRR10097754	PRJNA564811	Unburned	46	46	3.397866931	0.887486338	0.099456099	2.061423036	7.378318742	0.149722599
SRR10097756	PRJNA564811	Unburned	108	108	4.278971516	0.913893974	0.06409225	2.061423036	12.5882566	0.100368128
SRR10097757	PRJNA564811	Unburned	118	118	4.45665943	0.934176073	0.036802974	2.061423036	17.22890482	0.149018573
SRR10097758	PRJNA564811	Unburned	106	106	4.306379703	0.923434319	0.053461275	2.061423036	16.0790596	0.135726551
SRR10097759	PRJNA564811	Burned	139	139	3.463243008	0.701846449	0.326776233	2.060086729	13.27595072	0.03665181
SRR10097760	PRJNA564811	Unburned	91	91	3.920186769	0.86905539	0.132063492	2.061423036	11.78655813	0.11335915
SRR10097762	PRJNA564811	Burned	87	87	3.800047975	0.850901513	0.106858054	2.061423036	11.30420835	0.088675264
SRR10097763	PRJNA564811	Burned	85	85	3.731017468	0.839817769	0.142727066	2.061231251	10.32477626	0.09062644
SRR10097765	PRJNA564811	Burned	121	121	4.327095864	0.902269568	0.090199043	2.061423036	16.80388534	0.116809329
SRR10097766	PRJNA564811	Burned	121	121	4.29676904	0.895945934	0.085795749	2.061423036	16.29725419	0.109261984
SRR10097767	PRJNA564811	Burned	121	121	4.365333312	0.910242695	0.054321831	2.061423036	18.1875474	0.160541916
SRR10097768	PRJNA564811	Burned	115	115	4.258900081	0.897568177	0.057721139	2.061423036	17.27290948	0.146942672
SRR10097770	PRJNA564811	Burned	109	109	3.212190521	0.684705249	0.354090449	2.060712985	10.55024593	0.039722443
SRR10097771	PRJNA564811	Burned	97	97	4.247744114	0.928527318	0.052382828	2.061423036	14.25097607	0.184583668
SRR10097772	PRJNA564811	Burned	417	417	5.553686968	0.920538305	0.025917698	2.061415171	38.08252146	0.060041134
SRR10097773	PRJNA564811	Burned	152	152	4.643864499	0.924358069	0.030269058	2.061423036	18.15398632	0.093919088
SRR10097774	PRJNA564811	Burned	54	54	1.627288196	0.407945526	0.711172605	2.060943373	7.642194687	0.032124493
SRR10097775	PRJNA564811	Burned	33	33	1.513902176	0.432975519	0.706349206	2.060117615	4.081453067	0.030907005
SRR10097776	PRJNA564811	Burned	121	121	3.737292559	0.779286027	0.288986784	2.061328855	15.14760674	0.093301341
SRR10097777	PRJNA564811	Burned	157	157	4.011894055	0.793453129	0.252818533	2.061367242	19.91491303	0.086851263
SRR10097778	PRJNA564811	Burned	156	156	4.328452717	0.85714379	0.113222179	2.061194949	15.71864128	0.084100131
SRR10097780	PRJNA564811	Burned	110	110	4.368053017	0.929278005	0.057608696	2.061423036	12.85194623	0.094507092
SRR10097781	PRJNA564811	Burned	264	264	4.795218026	0.859982388	0.070751663	2.061225164	23.08215356	0.040594816
SRR10097782	PRJNA564811	Burned	120	120	4.380240802	0.914934383	0.045948987	2.061423036	12.50517212	0.084731432
SRR10097784	PRJNA564811	Burned	90	90	3.605733764	0.801308061	0.223856859	2.061252124	10.86877528	0.091490691
SRR10097785	PRJNA564811	Burned	130	130	3.781272477	0.776835278	0.219546318	2.061010874	13.9587392	0.057273265
SRR10097786	PRJNA564811	Burned	144	144	4.237876595	0.852723501	0.092377018	2.06135666	20.68911199	0.150941819
SRR10097787	PRJNA564811	Burned	224	224	4.566743094	0.843873204	0.083803012	2.061173931	27.03478124	0.134373328
SRR10097788	PRJNA564811	Burned	139	139	4.455047663	0.902841463	0.071677915	2.061423036	15.92450951	0.112191768
SRR10097789	PRJNA564811	Burned	115	115	4.380069606	0.923104796	0.064983165	2.061423036	14.82100615	0.122086575
SRR10097790	PRJNA564811	Burned	148	148	4.582995113	0.917110353	0.064534716	2.061423036	15.73519685	0.083399601
SRR10097791	PRJNA564811	Burned	164	164	4.615287534	0.904982042	0.066524823	2.061423036	16.88794125	0.078456485
SRR10097793	PRJNA564811	Burned	214	214	4.83458582	0.900970449	0.076016553	2.061393077	19.85371259	0.061766265
SRR10097795	PRJNA564811	Burned	149	149	4.539317886	0.907147601	0.058798466	2.061423036	16.21349947	0.089495692
SRR10097796	PRJNA564811	Burned	75	75	3.970751607	0.919690223	0.073063809	2.061423036	10.590147	0.142316491
SRR10097798	PRJNA564811	Burned	84	84	4.000920652	0.90297587	0.076154376	2.061423036	9.269943251	0.085685306
SRR10097799	PRJNA564811	Burned	97	97	4.107647489	0.89790317	0.088603727	2.061423036	10.61114109	0.084860601
SRR10097800	PRJNA564811	Burned	247	247	5.011840257	0.909690868	0.065300896	2.061400567	23.10566876	0.069857774
SRR10097801	PRJNA564811	Burned	606	606	5.702713376	0.890092118	0.050713337	2.061401283	47.48709076	0.045260667
SRR10097802	PRJNA564811	Burned	228	228	4.803932039	0.884808662	0.0391797	2.061316859	21.27213569	0.058618678
SRR10097803	PRJNA564811	Burned	534	534	5.253569084	0.83650286	0.063958271	2.061180463	39.38596351	0.036101826
SRR10097804	PRJNA564811	Burned	275	275	4.920438708	0.876026212	0.045329519	2.060960872	24.23608927	0.05300252
SRR10097805	PRJNA564811	Burned	614	614	5.53863458	0.862716348	0.066347397	2.061398717	50.98977644	0.053085979
SRR10097806	PRJNA564811	Burned	862	862	5.83451648	0.863189249	0.05816398	2.061405458	63.15405999	0.04644464
SRR10097807	PRJNA564811	Burned	585	585	5.301943488	0.832119661	0.042190541	2.060406185	41.49475737	0.043810665
SRR10097808	PRJNA564811	Burned	186	186	4.536792715	0.868161623	0.052778553	2.060773487	17.91059768	0.063032901
SRR10097809	PRJNA564811	Burned	136	136	4.129905776	0.840666782	0.10141706	2.061348579	14.44859966	0.053772646
SRR10097810	PRJNA564811	Burned	124	124	4.053721538	0.84097194	0.108344951	2.061333382	14.37904537	0.070775406
SRR10097811	PRJNA564811	Burned	129	129	4.237826702	0.872014463	0.08358209	2.061423036	17.85896964	0.091759383
SRR10097812	PRJNA564811	Burned	101	101	3.929251172	0.851386471	0.118868492	2.061423036	13.57969061	0.113880588
SRR10097813	PRJNA564811	Burned	72	72	2.964424926	0.693162581	0.339708662	2.06060575	6.391660875	0.065336733
SRR10097814	PRJNA564811	Burned	80	80	3.019393338	0.689040389	0.338376491	2.060766245	7.247635701	0.062649504
SRR10097815	PRJNA564811	Burned	131	131	4.244229764	0.870575996	0.106021616	2.061423036	16.03995639	0.081114821
SRR10097816	PRJNA564811	Burned	175	175	4.443345821	0.860315576	0.100170068	2.061242138	19.68455585	0.071209377
SRR10097817	PRJNA564811	Burned	155	155	4.010008713	0.795096313	0.118665019	2.060839117	14.86324306	0.056910866
SRR10097818	PRJNA564811	Burned	92	92	3.622274997	0.801071287	0.137822878	2.060759075	9.558402699	0.063812892
SRR10097819	PRJNA564811	Burned	310	310	5.027828657	0.87645172	0.09566046	2.061408788	27.96033364	0.064867471
SRR10097820	PRJNA564811	Burned	182	182	4.477622764	0.860418334	0.133383899	2.061381568	19.0721867	0.069490565
SRR10097821	PRJNA564811	Burned	184	184	4.628746519	0.887594159	0.052813219	2.061382468	19.46447528	0.071584495
SRR10097822	PRJNA564811	Burned	155	155	4.484206581	0.889119294	0.080189573	2.061423036	18.92566133	0.081716521
SRR10097824	PRJNA564811	Burned	107	107	3.949042571	0.845107474	0.112843249	2.060308992	9.501819849	0.043290331
SRR10097825	PRJNA564811	Burned	123	123	4.024027027	0.836216306	0.123964468	2.060676018	10.16777745	0.041108391
SRR10097827	PRJNA564811	Burned	121	121	4.007863591	0.835704469	0.125087843	2.061328855	13.80602045	0.06916794
SRR10097828	PRJNA564811	Burned	252	252	4.645894873	0.840212398	0.099291268	2.061295125	23.3597775	0.047496075
SRR10097829	PRJNA564811	Burned	304	304	5.113025382	0.89435029	0.055751704	2.06128845	28.89446886	0.06264562
SRR10097830	PRJNA564811	Burned	208	208	4.733154552	0.88676736	0.062346889	2.061391318	20.629885	0.068583413
SRR10097831	PRJNA564811	Burned	325	325	5.093855349	0.880707004	0.073156869	2.061410076	32.90350297	0.064483894
SRR10097832	PRJNA564811	Burned	254	254	4.924824887	0.889385515	0.04509877	2.061229726	24.33572633	0.068731266
SRR10097833	PRJNA564811	Burned	200	200	4.708515575	0.888681302	0.090744649	2.06138872	23.27295202	0.073919694
SRR10097834	PRJNA564811	Burned	185	185	4.583898775	0.878081673	0.097762548	2.061382907	24.86872924	0.118289634
SRR10097835	PRJNA564811	Burned	260	260	4.883983573	0.878306635	0.100648571	2.061402764	28.97308221	0.092598207
SRR10097836	PRJNA564811	Burned	291	291	5.199858108	0.916545358	0.037820589	2.061423036	31.8123175	0.095837176
SRR10097837	PRJNA564811	Burned	329	329	5.272735542	0.909710663	0.050275317	2.06141039	33.84987933	0.088294584
SRR10097838	PRJNA564811	Burned	254	254	4.450703257	0.803762793	0.165773354	2.06129716	24.94570499	0.05074566
SRR10097839	PRJNA564811	Burned	135	135	4.041745866	0.823959115	0.128100065	2.061347466	15.705778	0.079778464
SRR10097840	PRJNA564811	Burned	208	208	4.670407255	0.87501151	0.088377013	2.061295308	20.86883269	0.066387162
SRR10097841	PRJNA564811	Burned	225	225	4.629195279	0.854710019	0.094846443	2.061369487	20.79292217	0.062693296
SRR10097842	PRJNA564811	Burned	184	184	4.443153215	0.85200536	0.145724333	2.06121962	13.70710729	0.046951399
SRR10097843	PRJNA564811	Burned	232	232	4.765148252	0.874862863	0.05026694	2.06132051	24.08687249	0.055269458
SRR10097844	PRJNA564811	Burned	294	294	4.73757227	0.833554285	0.125811352	2.06134417	19.90402575	0.042903403
SRR10097845	PRJNA564811	Burned	215	215	4.88736367	0.910015466	0.061937287	2.061423036	22.4849098	0.084784539
SRR10097846	PRJNA564811	Burned	165	165	4.605705117	0.902027869	0.073051948	2.061423036	19.15077815	0.093502007
SRR10097847	PRJNA564811	Burned	165	165	4.33295167	0.848609076	0.150751611	2.061372543	15.94479501	0.071069665
SRR10097848	PRJNA564811	Burned	228	228	4.729663159	0.871129503	0.115739811	2.061396654	20.65461408	0.057185711
SRR10097849	PRJNA564811	Burned	101	101	4.014267528	0.869807736	0.150526673	2.061423036	13.97344745	0.088147404
SRR10097851	PRJNA564811	Burned	231	231	4.828451065	0.887188621	0.078589109	2.061397337	27.18048531	0.093974814
SRR10097852	PRJNA564811	Burned	168	168	4.602690978	0.89826763	0.074167047	2.061423036	20.05633381	0.103887093
SRR10097853	PRJNA564811	Burned	372	372	5.085995424	0.859281404	0.092953176	2.061403566	32.20612107	0.055602613
SRR10097854	PRJNA564811	Burned	274	274	4.805595354	0.856134986	0.066705336	2.061108605	25.9559386	0.048074431
SRR10097855	PRJNA564811	Burned	149	149	4.573867978	0.91405217	0.061499188	2.061423036	18.99853273	0.101538269
SRR10097856	PRJNA564811	Burned	287	287	5.153137505	0.910531619	0.05254271	2.061406407	31.1174955	0.080511116
SRR10097857	PRJNA564811	Burned	213	213	4.155037335	0.775006697	0.228035017	2.061363232	27.06295424	0.08169086
SRR10097858	PRJNA564811	Burned	166	166	3.697386078	0.723277565	0.285994916	2.061324115	23.12377132	0.081957984
SRR10097859	PRJNA564811	Burned	162	162	3.828448731	0.752506386	0.229557186	2.061319116	21.29717458	0.08691405
SRR10097860	PRJNA564811	Burned	104	104	3.656738581	0.787345135	0.209136109	2.061295308	15.4920067	0.122189756
SRR10097861	PRJNA564811	Burned	512	512	5.48486105	0.879220204	0.051631372	2.061281938	39.61925828	0.044290328
SRR10097862	PRJNA564811	Burned	243	243	4.927491741	0.897039254	0.057651462	2.061399819	24.31151875	0.065558741
SRR10097863	PRJNA564811	Burned	202	202	4.172171849	0.785976158	0.209503106	2.061082526	18.30358463	0.067250832
SRR10097864	PRJNA564811	Burned	239	239	4.280683697	0.781651089	0.214497198	2.061180988	20.7101504	0.0640155
SRR10097866	PRJNA564811	Burned	263	263	4.911985817	0.881523696	0.061621536	2.061343368	23.55636969	0.062726912
SRR10097867	PRJNA564811	Burned	219	219	4.777317314	0.886482414	0.063093849	2.061307895	19.07043321	0.061109873
SRR10097868	PRJNA564811	Burned	279	279	4.883273784	0.86717992	0.083594709	2.0612461	24.81699891	0.051652827
SRR10097869	PRJNA564811	Burned	401	401	5.190710046	0.865989898	0.060127533	2.061244625	30.3213686	0.042798467
SRR10097870	PRJNA564811	Burned	195	195	4.721344583	0.895381183	0.077053455	2.061386931	16.99856676	0.056798633
SRR10097871	PRJNA564811	Burned	238	238	4.809689903	0.878920322	0.087357052	2.061375218	21.09946604	0.052188575
SRR10097872	PRJNA564811	Burned	330	330	5.272774768	0.909241339	0.046233534	2.061410466	31.11653524	0.06911881
SRR10097874	PRJNA564811	Burned	290	290	5.010814525	0.883760099	0.060688901	2.06134196	24.16452879	0.054521206
SRR10097875	PRJNA564811	Burned	269	269	4.951109313	0.884962418	0.047562259	2.061250841	24.04906589	0.057409954
SRR10097876	PRJNA564811	Burned	290	290	4.838260845	0.853326712	0.078052063	2.060565918	21.37380134	0.038627758
SRR10097878	PRJNA564811	Burned	216	216	4.69511229	0.873464021	0.111550057	2.061364895	21.42697425	0.075811838
SRR10097879	PRJNA564811	Burned	302	302	4.925312803	0.862512171	0.112513721	2.06139343	26.51452063	0.063699553
SRR10097880	PRJNA564811	Burned	213	213	4.622118297	0.862127665	0.03990399	2.060647005	18.26539458	0.050861453
SRR10097881	PRJNA564811	Burned	139	139	4.243416718	0.859953214	0.107447486	2.061351774	13.86249489	0.052096446
SRR10097882	PRJNA564811	Burned	136	136	3.950530279	0.804153838	0.151843513	2.061274975	16.94261913	0.089167736
SRR10097883	PRJNA564811	Burned	254	254	4.709880322	0.850568179	0.110479747	2.061317089	25.35101405	0.06530374
SRR10097884	PRJNA564811	Burned	171	171	4.636692302	0.901788351	0.060454545	2.061423036	17.38123809	0.076715571
SRR10097885	PRJNA564811	Burned	212	212	4.729521315	0.882935712	0.083027943	2.061392507	19.9092433	0.06665953
SRR10097886	PRJNA564811	Burned	87	87	3.031810783	0.678878898	0.337231109	2.059508581	10.20978802	0.037619867
SRR10097888	PRJNA564811	Burned	165	165	3.304398889	0.647166897	0.327821214	2.060215662	16.01568524	0.033059875
SRR10097889	PRJNA564811	Burned	357	357	5.199010493	0.884526064	0.045936862	2.061325644	34.21005615	0.062060261
SRR10097890	PRJNA564811	Burned	536	536	5.404975121	0.86009862	0.057455078	2.061173622	46.09454919	0.049901919
SRR10097891	PRJNA564811	Burned	146	146	3.934589911	0.789506518	0.153108599	2.061232034	14.60971633	0.061393602
SRR10097892	PRJNA564811	Burned	167	167	4.121410277	0.80527848	0.136642885	2.06117541	16.50086252	0.067155632
SRR10097893	PRJNA564811	Burned	183	183	3.91084963	0.750716964	0.15761852	2.060665377	18.8279586	0.054047839
SRR10097894	PRJNA564811	Burned	235	235	3.869301492	0.708717078	0.182483029	2.060714793	20.91369438	0.048450146
SRR10097895	PRJNA564811	Unburned	1183	1183	6.407101429	0.905493853	0.015575571	2.060973928	83.98495532	0.040451613
SRR10097896	PRJNA564811	Unburned	982	982	6.364954081	0.923850748	0.018569464	2.061417366	74.90661273	0.04873336
SRR10097897	PRJNA564811	Unburned	1017	1017	6.168261361	0.89077352	0.031448239	2.061309175	79.0721556	0.041785151
SRR10097900	PRJNA564811	Burned	457	457	5.232785989	0.85437657	0.063409652	2.061064244	34.51214938	0.038483751
SRR10097902	PRJNA564811	Burned	755	755	5.276425551	0.796235142	0.088070603	2.057672333	47.26280461	0.028573524
SRR10097904	PRJNA564811	Burned	1001	1001	6.132965335	0.887709223	0.038779834	2.061349695	85.1994374	0.079951425
SRR10097905	PRJNA564811	Burned	134	134	4.339546632	0.886012367	0.075170246	2.061113001	12.35722984	0.075826209
SRR10097906	PRJNA564811	Burned	1238	1238	6.440941184	0.904467469	0.018110253	2.061255777	88.87055836	0.042518154
